id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
2271,Kamáí,Kamai,,N.F.,n.f.,,H. kamāī,"(1) Earnings, wages; (2) Fate, fortune",,"(1) Earnings, wages; (2) Fate, fortune",,,mainDictionary_repaired.csv,70,original,,Kamáí,Kअmáí,low,unmapped_chars_sample='Kmáí' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
2272,Kamál,Kamal,,NOUN,n.m.,,,A kind of grass,,A kind of grass,,,mainDictionary_repaired.csv,70,original,,Kamál,Kअmál,low,unmapped_chars_sample='Kmál' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}]"
2273,Kamaṇḍí,Kamandi,,N.F.,n.f.,,,See Iňkh (Káňgṛá),,See Iňkh (Káňgṛá),,,mainDictionary_repaired.csv,70,original,,Kamaṇḍí,Kअmअṇḍí,low,unmapped_chars_sample='Kmṇḍí' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'ḍ', 'pos': 5}]"
2274,Kamámá or kamáiṛó,Kamama or kamairo,,P.P.,p.p.,,,Having earned,,Having earned,,,mainDictionary_repaired.csv,70,original,,Kamámá or kamáiṛoː,Kअmámá ओr kअmáiṛओ (lengthened),low,unmapped_chars_sample='Kmámá ' count=13,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'm', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
2275,Kamáwňdá,Kamawnda,,P.P.,p.p.,,,Earning,,Earning,,"f. -í, pl. -é",mainDictionary_repaired.csv,70,original,,Kamáwňdá,Kअmáwňdá,low,unmapped_chars_sample='Kmáwňd' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ň', 'pos': 5}]"
2276,Kamáwṇu,Kamawnu,,V.T.,v.t. re.,,,To earn,,To earn,,,mainDictionary_repaired.csv,70,original,,Kamáwṇu,Kअmáwṇu,low,unmapped_chars_sample='Kmáwṇu' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
2277,"Kamáwu-huňḍu, -á","Kamawu-hundu, -a",,P.P.,p.p.,,,Earned,,Earned,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,70,original,,"Kamáwu-huňḍu, -á","Kअmáwu-huňḍu, -á",low,unmapped_chars_sample='Kmáwu-' count=15,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
2278,Kámdár,Kamdar,,NOUN,n.m.,,,An official,,An official,,"-í, n.f. Officialdom. Generally used to denote the officials of a parganá. Each parganá has five officials: the mahtá or mantá, karáuk or kráuk, siáṇá, gheňghṇá, and piádá. The mahtá corresponds to a náib-tahsildár and decides petty cases. The kráuk collects the cash revenue and hands it over to the mahtá for payment into the State treasury. He has also to manage the corvée in his parganá. The siáṇá examines the revenue accounts to see if any land-revenue remains unrealized. The gheňghṇá's duty is to realize the clarified butter levied on certain grass lands. The piádá's is to carry out the orders of the mahtá, kráuk and siáṇá. (Also kárdár.)",mainDictionary_repaired.csv,70,original,,Kámdár,Kámdár,low,unmapped_chars_sample='Kámdár' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
2279,Kámdárí,Kamdari,,N.F.,n.f.,,,See Kámdár,,See Kámdár,,,mainDictionary_repaired.csv,70,original,,Kámdárí,Kámdárí,low,unmapped_chars_sample='Kámdár' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
2280,Kámdhenu,Kamdhenu,,N.F.,n.f.,,S. Kāmadhenu,"The cow of plenty, also used for any cow that never calves yet always gives milk",,"The cow of plenty, also used for any cow that never calves yet always gives milk",,,mainDictionary_repaired.csv,70,original,,Kámdhenu,Kámdhएnu,low,unmapped_chars_sample='Kámdhn' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 5, 'len': 1, 'note': 'Mid-front vowel'}]"
2281,Kamhálú,Kamhalu,,NOUN,n.m.,,,A kind of basket used to keep wool in for spinning. dim. A small long basket to keep wool in.,,A kind of basket used to keep wool in for spinning. dim. A small long basket to keep wool in.,,,mainDictionary_repaired.csv,70,original,,Kamhálú,Kअmhálú,low,unmapped_chars_sample='Kmhálú' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
2282,Kamí,Kami,,N.F.,n.f.,,H. kamī,"Decrease, deficiency",,"Decrease, deficiency",,"-karṇí, v.i. ir. To decrease; -hoṇí, v.i. re. To be decreased",mainDictionary_repaired.csv,70,original,,Kamí,Kअmí,low,unmapped_chars_sample='Kmí' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
2283,Kammal,Kammal,,NOUN,n.m.,,S. Kambala; H. kambal,A blanket,,A blanket,,,mainDictionary_repaired.csv,70,original,,Kammal,Kअmmअl,low,unmapped_chars_sample='Kmml' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
2284,Kammar,Kammar,,N.F.,n.f.,,H. kamar,The waist,,The waist,,"-báň-ṇí, v.i. re. (1) To gird up one's loins; (2) To be ready",mainDictionary_repaired.csv,70,original,,Kammar,Kअmmअr,low,unmapped_chars_sample='Kmmr' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
2285,Kamwáṇu,Kamwanu,,V.T.,v.t. re.,,,To cause or allow to earn,,To cause or allow to earn,,"f. -í, pl. -é",mainDictionary_repaired.csv,70,original,,Kamwáṇu,Kअmwáṇu,low,unmapped_chars_sample='Kmwáṇu' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'w', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
2286,Káṇ,Kan,,NOUN,n.m. pl.,,S. Karṇa; H. kān,"Ears, the organs of hearing",,"Ears, the organs of hearing",,,mainDictionary_repaired.csv,70,original,,Káṇ,Káṇ,low,unmapped_chars_sample='Káṇ' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}]"
2287,Káṇá,Kana,,ADJ.,adj.,,H. kāṇā,One-eyed,,One-eyed,,"m.; f. -í, pl. -é. Also káṇu",mainDictionary_repaired.csv,70,original,,Káṇá,Káṇá,low,unmapped_chars_sample='Káṇá' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
2288,"Kaṇá, -ú","Kana, -u",,ADJ.,adj.,,,The youngest,,The youngest,,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,70,original,,"Kaṇá, -ú","Kअṇá, -ú",low,"unmapped_chars_sample='Kṇá, -' count=7","[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': ',', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
2289,Kaṇáit,Kanait,,NOUN,n.m.,,,See Kanét,,See Kanét,,,mainDictionary_repaired.csv,70,original,,Kaṇáit,Kअṇáit,low,unmapped_chars_sample='Kṇáit' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'i', 'pos': 4}, {'matched': None, 'char': 't', 'pos': 5}]"
2290,Kaṇak,Kanak,,N.F.,n.f.,,H. kanak,Wheat,,Wheat,,Syn. Geúň or Giúň,mainDictionary_repaired.csv,70,original,,Kaṇak,Kअṇअk,low,unmapped_chars_sample='Kṇk' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 4}]"
2291,Kaṇálí,Kanali,,N.F.,n.f.,,,"A large wooden vessel used for kneading flour, etc.",,"A large wooden vessel used for kneading flour, etc.",,,mainDictionary_repaired.csv,70,original,,Kaṇálí,Kअṇálí,low,unmapped_chars_sample='Kṇálí' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'í', 'pos': 5}]"
2292,Kaṇáwará,Kanawara,,NOUN,n.m.,,,An inhabitant of Kanáwar,,An inhabitant of Kanáwar,,"f. -í, pl. -é",mainDictionary_repaired.csv,70,original,,Kaṇáwará,Kअṇáwअrá,low,unmapped_chars_sample='Kṇáwrá' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 5, 'len': 1, 'note': ""Short 'a' vowel""}]"
2293,Kaṇbál,Kanbal,,NOUN,n.m.,,,The ceremony of boring a child's ears,,The ceremony of boring a child's ears,,,mainDictionary_repaired.csv,70,original,,Kaṇbál,Kअṇbál,low,unmapped_chars_sample='Kṇbál' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
2294,Kaṇbálí,Kanbali,,N.F.,n.f.,,H. kān-bālī,An earring,,An earring,,Also kaṇṭálí,mainDictionary_repaired.csv,70,original,,Kaṇbálí,Kअṇbálí,low,unmapped_chars_sample='Kṇbálí' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
2295,Kaṇbíchá,Kanbicha,,NOUN,n.m.,,,A heavy earring worn in the middle of the ear,,A heavy earring worn in the middle of the ear,,,mainDictionary_repaired.csv,70,original,,Kaṇbít͡ʃá,Kअṇbíच/छá,low,unmapped_chars_sample='Kṇbíá' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 5, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}]"
2296,Kālu bīr,Kalu bir,,NOUN,n.m.,,,A spirit who lives on the mountains and whose anger causes landslips.,,A spirit who lives on the mountains and whose anger causes landslips.,,See Kahlú bīr. It must be appeased with sacrifice (Chambā).,mainDictionary_repaired.csv,70,original,,Kaːlu bīr,Kआlu bīr,low,unmapped_chars_sample='Klu bī' count=7,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 1, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': None, 'char': 'b', 'pos': 5}]"
2297,Kám,Kam,,NOUN,n.m.,,(S. karma),"Work, business.",,"Work, business.",,"káj, n.m. Domestic duties. kas, n.m. Office or household duties.",mainDictionary_repaired.csv,70,original,,Kám,Kám,low,unmapped_chars_sample='Kám' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}]"
2298,Kam,Kam,,ADJ.,adj.,,(H.),Less.,,Less.,,"honā, v.i. ir. To be less. karnu, v.t. ir. To make less. -í n.f. Deficiency.",mainDictionary_repaired.csv,70,original,,Kam,Kअm,low,unmapped_chars_sample='Km' count=2,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}]"
2299,Kámá,Kama,,NOUN,n.m.,,,A servant.,,A servant.,,"(Kāngrā, Bilāspūr and Nālāgarh.)",mainDictionary_repaired.csv,70,original,,Kámá,Kámá,low,unmapped_chars_sample='Kámá' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
2300,Kamāī,Kamai,,N.F.,n.f.,,(H.),"(1) Earnings, wages. (2) Fate, fortune.",,"(1) Earnings, wages. (2) Fate, fortune.",,,mainDictionary_repaired.csv,70,original,,Kamaːī,Kअmआī,low,unmapped_chars_sample='Kmī' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'ī', 'pos': 4}]"
2301,Kamāl,Kamal,,NOUN,n.m.,,,A kind of grass.,,A kind of grass.,,,mainDictionary_repaired.csv,70,original,,Kamaːl,Kअmआl,low,unmapped_chars_sample='Kml' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 4}]"
2302,Kamandī,Kamandi,,N.F.,n.f.,,,A term for sugarcane.,,A term for sugarcane.,,See Iṅkh (Kāngrā).,mainDictionary_repaired.csv,70,original,,Kamandī,Kअmअndī,low,unmapped_chars_sample='Kmndī' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 4}, {'matched': None, 'char': 'd', 'pos': 5}]"
2303,Kamāwnu,Kamawnu,,V.T.,v.t. re.,,,To earn.,,To earn.,,"pre. par. Kamāwṇdá. c.p. Kamāma or kamāwró. pas. par. Kamāwu-huṇḍu -á, m.; f. -ī, pl. -é. Earned.",mainDictionary_repaired.csv,70,original,,Kamaːwnu,Kअmआwnu,low,unmapped_chars_sample='Kmwnu' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 3, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}]"
2304,Kamdār,Kamdar,,NOUN,n.m.,,,An official.,,An official.,,"f. -í, n.f. Officialdom. Generally used to denote the officials of a parganā. Each parganā has five officials: the mahtā or mantā, karāuk or krāuk, siānā, gheṇghṇā, and piādā.",mainDictionary_repaired.csv,70,original,,Kamdaːr,Kअmdआr,low,unmapped_chars_sample='Kmdr' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
2305,Kamdārī,Kamdari,,N.F.,n.f.,,,The work and circle of a Kamdār.,,The work and circle of a Kamdār.,,See Kāmdār.,mainDictionary_repaired.csv,70,original,,Kamdaːrī,Kअmdआrī,low,unmapped_chars_sample='Kmdrī' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': 'ā', 'ipa': 'aː', 'deva': 'आ', 'pos': 4, 'len': 1, 'note': ""Long 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 5}]"
2306,Kamdhenu,Kamdhenu,,N.F.,n.f.,,(S.),"The cow of plenty, also used for any cow that never calves yet always gives milk.",,"The cow of plenty, also used for any cow that never calves yet always gives milk.",,,mainDictionary_repaired.csv,70,original,,Kamdhenu,Kअmdhएnu,low,unmapped_chars_sample='Kmdhnu' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 5, 'len': 1, 'note': 'Mid-front vowel'}]"
2307,Kamhalī,Kamhali,,N.F.,n.f.,,,A kind of basket used to keep wool in for spinning.,,A kind of basket used to keep wool in for spinning.,,,mainDictionary_repaired.csv,70,original,,Kamhalī,Kअmhअlī,low,unmapped_chars_sample='Kmhlī' count=5,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
2308,Kamhaltu,Kamhaltu,,NOUN,n.m.,,,A small long basket to keep wool in; diminutive of Kamhalī.,,A small long basket to keep wool in; diminutive of Kamhalī.,,,mainDictionary_repaired.csv,70,original,,Kamhaltu,Kअmhअltu,low,unmapped_chars_sample='Kmhltu' count=6,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
2309,Kamī,Kami,,N.F.,n.f.,,(H.),"Decrease, deficiency.",,"Decrease, deficiency.",,"karnī, v.t. ir. To decrease. honī, v.i. ir. To be decreased.",mainDictionary_repaired.csv,70,original,,Kamī,Kअmī,low,unmapped_chars_sample='Kmī' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'ī', 'pos': 3}]"
2310,Kammal,Kammal,,NOUN,n.m.,,"(H. kambal, S. Kamvala)",A blanket.,,A blanket.,,,mainDictionary_repaired.csv,70,original,,Kammal,Kअmmअl,low,unmapped_chars_sample='Kmml' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': None, 'char': 'm', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'l', 'pos': 5}]"
2311,Kamar,Kamar,,N.F.,n.f.,,(H. kamar),The waist.,,The waist.,,"bān-nī, v.t. re. (1) To gird up one's loins. (2) To be ready.",mainDictionary_repaired.csv,70,original,,Kamar,Kअmअr,low,unmapped_chars_sample='Kmr' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 3, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'r', 'pos': 4}]"
2312,Kamwānu,Kamwanu,,V.T.,v.t. re.,,,To cause or allow to earn.,,To cause or allow to earn.,,"f. -ī, pl. -é.",mainDictionary_repaired.csv,70,original,,Kamʋaːnu,Kअmवा/वnu,low,unmapped_chars_sample='Kmnu' count=4,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'm', 'pos': 2}, {'matched': 'wā', 'ipa': 'ʋaː', 'deva': 'वा/व', 'pos': 3, 'len': 2, 'note': ""Labio-dental approximant common in Indic languages; sometimes 'w' realized as 'ʋ'""}, {'matched': None, 'char': 'n', 'pos': 5}, {'matched': None, 'char': 'u', 'pos': 6}]"
2313,Ka'n,Ka'n,,NOUN,n.m. pl.,,"(S. Karna, H. kān)","Ears, the organs of hearing.",,"Ears, the organs of hearing.",,,mainDictionary_repaired.csv,70,original,,Ka'n,Kअ'n,low,unmapped_chars_sample='K'n' count=3,"[{'matched': None, 'char': 'K', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': ""'"", 'pos': 2}, {'matched': None, 'char': 'n', 'pos': 3}]"
